url,country,title,steps,rating,dish_type,ingredients,Prep Time,Cook Time,Total Time,Servings,Calories,Fat,Carbs,Protein
https://www.allrecipes.com/recipe/45044/argentinean-potato-salad/,Argentina,Argentinean Potato Salad,"['Bring a large pot of lightly salted water to a boil. Cook potatoes in boiling water until tender yet firm, about 15 minutes. Drain and place in a large serving bowl.', 'Place eggs in a saucepan and cover with cold water. Bring to a boil, then immediately remove from heat. Cover the pan and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water and allow to cool. Peel and chop eggs. Add to potatoes in the serving bowl. Stir in mixed vegetables until combined.', 'Make dressing: Combine mayonnaise, olives, lemon juice, pepper, mustard, dill, and salt in a separate bowl; stir until blended.', 'Pour dressing over potato mixture. Season with salt and pepper; toss to coat. Cover and refrigerate until chilled, at least 1 hour to overnight.']",4.4,Unknown,"['russet potatoes', 'eggs']",20 mins,25 mins,1 hr 45 mins,6,271.0,18,22,6
https://www.allrecipes.com/recipe/187786/alfajores-argentinean-style/,Argentina,Alfajores Argentinean Style,"['Preheat the oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper.', 'Whisk cornstarch, flour, baking powder, and baking soda together; set aside.', 'Beat butter and sugar with an electric mixer in a large bowl until light and fluffy. Beat in 2 egg yolks, one at a time, beating well after each addition; beat in third yolk along with lemon zest, vanilla rum, vanilla extract, and lemon extract. Gently fold in cornstarch mixture with a spoon, making a crumbly dough, until cohesive enough; press into a ball. Wrap dough in plastic wrap; chill 30 to 60 minutes.', 'Roll dough out, using as little flour as possible, until about 1/4-inch thick. (The dough will have an unusual consistency.) Cut dough using a small round cookie cutter. Continue pressing dough together, rolling, and cutting until all dough used. Place cookies 1/2-inch apart on the prepared cookie sheets.', 'Bake in the preheated oven until set but not browned, 7 to 10 minutes. Remove cookies immediately; cool on a wire rack.', 'Spread 1 teaspoon dulce de leche onto underside of 1 cooled cookie; sandwich with second cookie until caramel oozes out sides. Roll sides in shredded coconut. Repeat with remaining cookies.']",4.4,Unknown,"['cornstarch', 'white sugar', 'egg yolks', 'lemon zest', 'vanilla rum', 'vanilla', 'lemon extract', 'jar dulce de leche', 'cornstarch', 'white sugar', 'egg yolks', 'lemon zest', 'vanilla rum', 'vanilla', 'lemon extract', 'jar dulce de leche']",30 mins,10 mins,1 hr 20 mins,36,157.0,7,23,1
https://www.allrecipes.com/recipe/52272/argentinean-style-ribs/,Argentina,Argentinian-Style Ribs,"['Preheat an outdoor grill for medium-high heat and lightly oil the grate.', 'Coat ribs heavily with salt.', 'Cook on the preheated grill until meat pulls away easily from the bone, 5 to 7 minutes per side. An instant-read thermometer inserted into the center should read 130 degrees F (54 degrees C).', 'Transfer ribs to a large glass serving dish and squeeze lime wedges over top. Serve immediately.']",4.2,Unknown,"['short ribs', 'coarse salt', 'limes', 'short ribs', 'coarse salt', 'limes']",5 mins,10 mins,15 mins,6,,N/A,N/A,N/A
https://www.allrecipes.com/recipe/84405/choereg-armenian-easter-bread/,Armenia,Choereg (Armenian Easter Bread),"['Combine milk, butter, and margarine in a saucepan over medium heat. Heat until butter and margarine are melted, but do not let it boil. Stir in 1 cup of sugar until dissolved, then set aside to cool to lukewarm.', 'Meanwhile, dissolve 2 teaspoons of sugar in warm water in a small bowl. Sprinkle the yeast over the surface, and let stand until frothy, about 10 minutes.', 'Crack eggs into a large bowl, and stir a little to break up the yolks. Slowly pour in heated milk mixture while whisking constantly, so as to temper the eggs and not cook them. Add yeast mixture, and stir just until blended.', 'Combine flour, baking powder, mahleb, and salt in a large bowl; make a well in the center, and pour in egg mixture. Stir until it forms a sticky dough. Pour onto a floured surface, and knead in additional flour as needed to make a more substantial dough. Knead for about 10 minutes. Place in an oiled bowl, and set in a warm place to rise for about 2 hours, or until doubled in size.', 'When dough has doubled, punch down again, and let rise until doubled. It will only take about half as long this time.', 'Separate dough into 5 even portions, then separate each of those into thirds. Roll each of those into ropes about 12 inches long. Braid sets of three ropes together, pinching the ends to seal, and tucking them under for a better presentation. Place loaves onto baking sheets lined with parchment paper. Loaves should be spaced 4 inches apart. Set in a warm place to rise until your finger leaves an impression behind when you poke the loaf gently.', 'Preheat the oven to 350 degrees F (175 degrees C). Brush loaves with beaten egg, and sprinkle with sesame seeds.', 'Bake in the preheated oven until nicely golden brown all over, about 25 minutes.']",4.8,Unknown,"['whole milk', 'margarine', 'white sugar', 'lukewarm water', 'eggs', 'salt', 'egg', 'sesame seeds']",6 hrs,25 mins,6 hrs 25 mins,30,248.0,14,27,5
https://www.allrecipes.com/recipe/274390/armenian-stuffed-eggplant-imam-bayildi/,Armenia,Armenian Stuffed Eggplant (Imam Bayildi),"['Preheat the oven to 450 degrees F (230 degrees C).', 'Cut eggplants in half, then cut each half into thirds, making 12 eggplant spears. Place on a baking sheet; brush with 2 tablespoons olive oil.', 'Roast in the preheated oven until fork-tender, 15 to 20 minutes. Reduce the oven temperature to 350 degrees F (175 degrees C).', 'While eggplants are cooking, heat remaining 2 tablespoons olive oil over medium heat in a medium to large pan. Add bell pepper, onion, and garlic: cook until onion becomes tender, 5 to 7 minutes. Stir in tomatoes; cook until most of the liquid has evaporated, 2 to 3 minutes. Set aside to cool.', 'Remove eggplants from the oven; cool slightly, 5 to 10 minutes. Transfer eggplants to a 9x13-inch baking dish.', 'Slice each spear vertically using a fork and knife, being careful not to cut through skin. Pry each pocket open; fill with 2 to 3 tablespoons tomato filling. Cover with tomato sauce.', 'Bake in the preheated oven until bubbling, about 30 minutes. Season with salt and black pepper. Garnish with parsley.']",5.0,Unknown,"['eggplants', 'olive oil', 'red bell pepper', 'onion', 'tomatoes', 'salt', 'black pepper']",30 mins,45 mins,1 hr 20 mins,4,249.0,14,30,6
https://www.allrecipes.com/recipe/137975/armenian-shish-kabob/,Armenia,Armenian Shish Kabob,"['Stir together olive oil, lemon juice, wine, and garlic; season with salt, pepper, oregano, rosemary, and bay leaf. Toss lamb with marinade until evenly combined, then pour into a resealable plastic bag, and marinate in refrigerator at least 24 hours.', 'Position oven rack to its top setting and set oven to broil.', 'Remove lamb from marinade and thread onto metal skewers; reserve marinade. Thread onion wedges, green peppers, and mushrooms onto separate metal skewers. Brush vegetables with reserved marinade.', 'Broil the skewers on a broiler pan, turning frequently. Cook onions for 12 minutes, lamb for 10 minutes, green pepper for 7 minutes, and the mushrooms for 3 minutes. Remove from oven, and allow to cool until cool enough to handle.', 'Remove skewers from ingredients and set aside. Reassemble skewers, alternating lamb, onions, green peppers, mushrooms, and tomatoes. Place onto broiler pan and brush again with marinade. Discard remaining marinade.', 'Broil skewers again to finish cooking, turning frequently until the lamb is medium-rare and the vegetables begin to blacken in spots, 5 to 7 minutes.']",4.6,Unknown,"['olive oil', 'dry white wine', 'garlic', 'salt', 'black pepper', 'bay leaf', 'leg', 'onions', 'bell peppers', 'mushrooms', 'tomatoes']",1 hr,18 mins,1 day 1 hr 18 mins,6,384.0,29,12,20
https://www.allrecipes.com/recipe/67862/armenian-rice-pilaf/,Armenia,Armenian Rice Pilaf,"['Melt butter in large saucepan over medium-high heat. Add the egg noodles and stir until they begin to brown, being careful not to burn the butter. Stir in the rice. Continue stirring until rice is coated with butter.', 'Pour in the chicken broth and add the bouillon cubes. Bring to a boil; reduce heat to low and cover tightly. Cook without uncovering pot until all the liquid has been absorbed, about 20 minutes.']",4.6,Unknown,"['butter', 'uncooked fine egg noodles', 'chicken bouillon']",5 mins,30 mins,35 mins,6,535.0,17,85,9
https://www.allrecipes.com/recipe/26841/lahmajoon/,Armenia,Lahmajoon,"['In a small bowl, mix active dry yeast, 1 tablespoon sugar and 1/2 cup warm water. Allow to stand approximately 5 minutes.', 'In a large bowl, mix flour, salt, 3 tablespoons shortening, remaining sugar, remaining water and the yeast preparation. Knead until smooth. Use the remaining shortening to remove any dough sticking to the sides of the bowl, and to remove dough from fingers. Cover with a towel and place in a warm location until doubled in size, about 2 to 3 hours.', 'In a medium bowl, mix ground beef, tomatoes, onions, parsley, green bell pepper, salt, cayenne pepper and black pepper. Chill in the refrigerator until ready to use.', 'Preheat oven to 450 degrees F (230 degrees C). Lightly flour a large baking sheet.', 'On a lightly floured surface, form dough into 12 balls. Separate each ball in half. Roll halves into balls. Place balls on the prepared baking sheet. Allow to stand approximately 10 minutes.', 'Roll balls into 7 inch diameter circles. Spread approximately 1 1/2 tablespoons meat mixture over each circle. Bake in the preheated oven 15 to 20 minutes, or until beef is no longer pink and dough is lightly browned.']",4.3,Unknown,"['active dry yeast', 'salt', 'ground beef', 'tomatoes', 'onions', 'salt']",30 mins,20 mins,3 hrs 50 mins,24,270.0,13,27,10
https://www.allrecipes.com/recipe/8491621/manti-armenian-dumplings/,Armenia,Manti (Armenian Dumplings),"['Combine 3/4 of the flour, egg, olive oil, salt, and water in a bowl. Mix with a fork, just like when making a pasta dough, until ingredients just come together. Continue mixing everything with your hands into a shaggy dough. Turn out mixture onto a floured surface and keep kneading until dough is nice and smooth. Add additional flour as needed. Cover and allow dough to rest on the counter for 30 minutes.', 'Combine ground beef, onion, parsley, smoked paprika, kosher salt, pepper, and Armenian cayenne in a bowl. Mix with a fork at first, then use your hands until filling is well combined. Cover and chill in the refrigerator.', 'Preheat the oven to 400 degrees C (200 degrees C). Grease a cast-iron skillet with olive oil.', 'Lightly flour a work surface and set the dough on top. Cut dough in half and roll out one half as thin as possible into a large rectangle. Cut dough first into strips, then into 20 small rectangles, about 1.5 x 1.75 inches each. Reserve dough scraps in case there is left over filling to make extra manti. Repeat with second half.', 'Use a teaspoon to portion out the filling, about 1/2 to 1 teaspoon per manti, and set into the middle of each dough rectangle (you can also use your hands to portion out the filling as shown in the video).', 'Moisten the outer, shorter edges of each rectangle with a little bit of water on your fingertips, pick up a rectangle, and trap the filling inside by pinching both ends of the dough together, creating the classic ""little man in the boat"" design. Press dumpling together so manti will sit up straight in the skillet, making sure the dough at the ends is as thin as it is around the filling.', 'Set manti inside the prepared skillet in such a way that there is still a little room between the dumplings as the dough will expand to about twice its size during cooking.', 'Bake in the preheated oven on the center rack for 40 minutes.', 'Meanwhile, heat olive oil in a pot over medium-high heat and cook garlic until fragrant, 20 to 30 seconds. Add tomato sauce and stir quickly. Add chicken broth and season with salt, pepper, and cayenne.', 'Bring tomato broth to a simmer and turn off the heat.', 'Ladle tomato broth over the manti and return to the oven for 15 more minutes.Chef John']",5.0,Unknown,"['egg', 'kosher salt', 'water']",40 mins,N/A,2 hrs 5 mins,6,257.0,15,20,11
https://www.allrecipes.com/recipe/217187/mamas-oh-so-savory-lamb-and-eggplant-casserole/,Armenia,Mama's Oh-So-Savory Lamb and Eggplant Casserole,"['Place eggplant in a colander set in a bowl or the sink; sprinkle with 1 teaspoon salt and toss to coat. Let eggplant stand for at least 1 hour. Rinse off the bitter liquid and excess salt and drain well.', 'Heat 1 tablespoon olive oil in a skillet over medium heat. Stir in onion and celery; cook and stir until onion has softened and turned translucent and celery is fragrant, about 5 minutes.', ""While vegetables are cooking, combine ground cumin, oregano, rosemary, paprika, mint, salt, and black pepper in a small bowl or mortar and pestle and mix well; this is the lamb seasoning (see Cook's Note). Set seasoning aside."", 'Stir eggplant cubes and garlic into the vegetables in the skillet, mixing well, and cook for an additional 5 minutes. Add chopped tomatoes and sprinkle with half of the lamb seasoning mixture. Reserve remaining seasoning. Stir gently and cook for 5 minutes more.', 'Preheat oven to 375 degrees F (190 degrees C). Grease a 2-quart casserole dish.', 'Pour chicken broth and half the can of tomato sauce into the skillet and simmer for 10 minutes; add a little water if the sauce starts to get dry. Transfer the sauce to the prepared casserole dish.', 'Return the skillet to the stove over medium-high heat and heat the reserved tablespoon of olive oil over medium heat. Place ground lamb into skillet and sprinkle with remaining seasoning mixture. Brown lamb in the hot oil, stirring frequently, until the meat is evenly browned; it should look like imperfect meatballs.', 'Gently transfer the lamb to the casserole dish, pushing it down into the vegetable mixture so that it is at least partially submerged. Stir fresh lemon juice into the remaining tomato sauce and pour the sauce over the casserole.', 'Bake uncovered for 45 minutes to 1 hour, depending upon how tender you like your vegetables.']",4.5,Unknown,"['eggplant', 'salt', 'olive oil', 'sweet onion', 'stalks celery', 'ground cumin', 'ground', 'paprika', 'mint', 'salt', 'garlic', 'tomatoes', 'chicken broth', 'tomato', 'ground lamb', 'olive oil', 'lemon']",35 mins,1 hr,2 hrs 35 mins,4,385.0,23,23,24
https://www.allrecipes.com/recipe/8410927/armenian-style-potato-salad/,Armenia,Armenian-Style Potato Salad,"['Gather all ingredients.ALLRECIPES / PREETHI VENKATRAM', 'Transfer sliced potatoes into a large pot with enough cold water to cover the potatoes by a couple of inches. Stir in 1 rounded tablespoon kosher salt and 2 ½ teaspoons dried mint. Bring to a boil over high heat. Reduce heat to medium and let cook until tender, about 15 minutes, checking every 5 to 6 minutes for doneness. Drain well.ALLRECIPES / PREETHI VENKATRAM', 'Transfer cooked potatoes to a large mixing bowl and let cool slightly.ALLRECIPES / PREETHI VENKATRAM', 'While potatoes cool, heat ¼ cup olive oil in a skillet over medium-high heat. Add red onion, red bell pepper, garlic, and a pinch of salt; cook and stir for just 1 minute. Turn off the heat and stir in remaining dried mint.ALLRECIPES / PREETHI VENKATRAM', 'Drizzle freshly squeezed lemon juice into potatoes and toss gently with a spatula. Add green onions, red onion mixture, remaining olive oil, fresh mint, fresh parsley, salt to taste, black pepper, chili flakes, and cayenne. Mix with a spatula until combined.ALLRECIPES / PREETHI VENKATRAM', 'Cover with plastic wrap and refrigerate until chilled and flavors have melded, 3 to 4 hours.ALLRECIPES / PREETHI VENKATRAM', ""Unwrap; stir, taste, and adjust seasonings as needed to personal tastes. The salad almost always needs more salt stirred in once it's tasted after being chilled. Serve.Chef John""]",4.5,Unknown,"['kosher salt', 'mint', 'mild olive oil', 'red onion', 'lemon juice', 'Aleppo chili flakes']",15 mins,15 mins,3 hrs 30 mins,8,272.0,14,35,4
https://www.allrecipes.com/recipe/154315/armenian-pizzas-lahmahjoon/,Armenia,Armenian Pizzas (Lahmahjoon),"['Preheat oven to 450 degrees F (230 degrees C). Season lamb with salt and pepper, and set aside.', 'Heat olive oil in large skillet over medium-high heat. Add onion, garlic, and bell pepper and stir until just beginning to brown. Stir in the cumin, turmeric, paprika, and fenugreek.', 'Immediately add the ground lamb. Squeeze lemon wedge over lamb, and drop the peel into the mixture. Break up the meat and stir until it has browned. Remove lemon peel.', 'Stir in the tomatoes, ketchup, and parsley. Continue to simmer until most of the liquid has evaporated, 10 to 15 minutes. The mixture should be spreadable but not too wet or the pitas will become soggy.', 'Arrange pitas on a large baking sheet unless you are baking them directly on the oven rack. Spoon meat mixture onto pitas and smooth into an even layer to within 1/8 inch of the edge of the pita. Sprinkle feta cheese on the meat mixture.', 'Bake pitas until the edges are slightly crisp and meat is lightly browned but not dried out, about 10 to 20 minutes depending on whether pitas are on a baking sheet or on the oven rack. Squeeze lime lightly over the top, sprinkle with chopped mint and enjoy!']",4.5,Unknown,"['lean ground lamb', 'salt', 'black pepper', 'extra virgin olive oil', 'bell pepper', 'ground cumin seed', 'ground turmeric', 'paprika', 'lemon wedge', 'ketchup', 'pita bread', 'lime']",20 mins,30 mins,50 mins,3,771.0,33,75,42
https://www.allrecipes.com/recipe/54538/lahmahjoon-armenian-pizza/,Armenia,Lahmahjoon (Armenian Pizza),"['Place ground lamb in a large skillet over medium-high heat. Cook and break into small pieces until mostly browned. Drain any excess grease. Add the onion, green pepper, and garlic. Cook until onion is translucent. Stir in diced tomatoes and tomato paste, then season with parsley, basil, mint, cumin, and if using, cayenne. Simmer for about 5 minutes. Remove from heat, cover, and refrigerate overnight to blend the flavors.', 'Preheat the oven to 450 degrees F (230 degrees C). Distribute the lamb mixture evenly over the tortillas, and spread out to the edges. Place the tortillas onto a baking sheet.', 'Bake for about 20 minutes in the preheated oven. Remove from the oven and place the lahmahjoons onto a large piece of aluminum foil so that two of them are meat side to meat side, then stack the pairs together, and bring the foil up over the top to keep warm. These can be served hot or cold. Cut into small wedges.']",4.3,Unknown,"['lean ground lamb', 'garlic', 'tomato', 'ground cumin', 'pita breads', 'fluffy tortillas']",N/A,N/A,N/A,4,476.0,17,52,29
https://www.allrecipes.com/recipe/153167/lavash-cracker-bread/,Armenia,Lavash Cracker Bread,"['Stir water, flour, and yeast together in the bowl of a stand mixer until moistened. Mix in 1 cup flour and salt. Gradually mix in remaining 2 cups flour with a dough hook attachment until dough comes together.', 'Knead dough until elastic, 8 to 10 minutes. Add more flour or water, if needed, to keep dough from getting sticky or too stiff. Cover and let rise in a warm place until doubled in size, about 1 hour.', 'Punch down dough and roll into a long log; cut into 30 small walnut-sized pieces. Roll each piece into a ball. Cover with a damp kitchen towel and let rest for 30 minutes.', 'Place an ungreased baking sheet on the center rack of the oven; preheat to 500 degrees F (260 degrees C).', 'Roll each ball into a circle about 8 inches in diameter; dough should be paper thin and almost translucent. (If dough is too thick, it will bubble up like pita bread.)', 'Pull out the oven shelf and place as many crackers onto the hot baking sheet as possible. Close the oven and bake until lightly browned on top with small bubbles, about 3 minutes.', 'Remove crackers from the oven and transfer to a wire rack to cool.', 'Repeat Steps 5 to 7 to bake remaining batches, adjusting dough thickness as necessary.']",4.6,Unknown,"['lukewarm water', 'whole wheat flour', 'salt']",25 mins,15 mins,2 hrs 10 mins,30,50.0,0,10,2
https://www.allrecipes.com/recipe/22394/lavosh/,Armenia,Lavosh,"['Preheat oven to 400 degrees F (200 degrees C).', 'In a large bowl, stir together, flour, sugar and salt. Add water, 1 egg white and melted butter; mix well to make a stiff dough. Knead until dough is smooth, about 5 minutes.', 'Divide dough into 10 balls. Roll each ball on lightly floured surface until paper thin. Place on ungreased baking sheet. Brush with egg white and sprinkle with sesame seeds.', 'Bake in preheated oven for 10 to 12 minutes, until browned.']",4.7,Unknown,"['white sugar', 'salt', 'water', 'egg white', 'butter', 'egg whites']",15 mins,1 hr,1 hr 15 mins,10,151.0,4,25,5
https://www.allrecipes.com/recipe/29940/asparagus-cashew-rice-pilaf/,Armenia,Asparagus Cashew Rice Pilaf,"['Melt butter in a medium saucepan over medium-low heat. Increase heat to medium, and stir in spaghetti, cooking until coated with the melted butter and lightly browned.', 'Stir onion and garlic into the saucepan, and cook about 2 minutes, until tender. Stir in jasmine rice, and cook about 5 minutes. Pour in vegetable broth. Season mixture with salt and pepper. Bring the mixture to a boil, cover, and cook 20 minutes, until rice is tender and liquid has been absorbed.', 'Place asparagus in a separate medium saucepan with enough water to cover. Bring to a boil, and cook until tender but firm.', 'Mix asparagus and cashew halves into the rice mixture, and serve warm.']",4.6,Unknown,"['butter', 'garlic', 'uncooked jasmine rice', 'vegetable broth', 'salt', 'asparagus', 'cashew halves']",25 mins,25 mins,50 mins,8,249.0,10,35,5
https://www.allrecipes.com/recipe/285580/thanksgiving-bread-pudding/,Armenia,Thanksgiving Bread Pudding,"['Scatter bread on a rimmed baking sheet in a single layer. Place inside a cold oven with the light on for 8 hours to overnight. Remove from the oven.', 'Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch pan.', 'Mix sugar, half-and-half, and eggs together in a large bowl. Mix in vanilla. Add bread cubes and let sit until liquid is absorbed, 2 to 3 minutes. Stir in raisins. Pour into the prepared pan.', 'Mix brown sugar and butter for topping together in a small bowl until crumbly. Sprinkle over the bread mixture.', 'Bake in the preheated oven until set, 35 to 45 minutes.', 'While the bread pudding is baking, prepare rum sauce: stir sugar, melted butter, egg, and vanilla together in a saucepan over medium heat. Stir until sugar melts. Add rum and stir until well combined.', 'Remove bread pudding from the oven. Drizzle rum sauce over top and serve.']",5.0,Unknown,"['white sugar', 'eggs', 'vanilla extract', 'raisins']",15 mins,35 mins,8 hrs 55 mins,14,436.0,16,68,5
https://www.allrecipes.com/recipe/217189/authentic-homemade-yogurt/,Armenia,Authentic Homemade Yogurt,"['On a work surface, lay four clean cotton towels in a cross pattern, each with one end overlapping a few inches in the center. Position a large baking dish or glass mixing bowl in the center of the towels.', 'Set the plain yogurt on the counter to warm to room temperature while preparing the milk mixture.', 'Combine milk and half-and-half in a large, heavy, non-aluminum pot. Heat over low to moderate heat, stirring constantly, until the mixture just comes to a boil. Immediately remove from heat and pour the mixture into the waiting bowl. Add 1 pint whipping cream for added richness.', 'Allow mixture to cool to 112 degrees F (44 degrees C). Gradually pour 1 cup of the warm milk into the yogurt, whisking constantly. Return the yogurt-milk mixture to the bowl and stir well. Cover bowl with plastic wrap; wrap kitchen towels up and over the bowl, covering completely. Let stand at room temperature until firmly set, 8 to 12 hours.', 'Refrigerate yogurt for several hours or overnight to chill completely.']",4.9,Unknown,"['plain yogurt', 'Greek style', 'quart whole milk', 'heavy whipping cream']",40 mins,5 mins,8 hrs 45 mins,10,367.0,33,11,8
https://www.allrecipes.com/recipe/73144/australian-bbq-meatballs/,Australia,Australian BBQ Meatballs,"['Preheat the oven to 375 degrees F (190 degrees C). In a medium bowl, mix together the ground beef, bread crumbs, 2 onions, curry powder, Italian seasoning, egg, garlic, salt and pepper. Gradually mix in the milk until you have a nice texture for forming meatballs. You may not need all of the milk. Form the meat into balls slightly smaller than golf balls. Place them in a greased baking dish.', 'Bake the meatballs for 30 minutes in the preheated oven. Once the meatballs are in the oven, start making the sauce straight away.', 'Melt the margarine in a saucepan over medium heat. Add the remaining onions, and cook until browned. Stir in the ketchup, beef stock, steak sauce, Worcestershire sauce, vinegar, instant coffee, brown sugar and lemon juice. Bring to a boil over medium heat, and simmer, stirring occasionally, until the meatballs are done.', 'Remove the meatballs from the oven, and drain any excess grease. Pour the sauce over them, and return to the oven. Bake for an additional 30 minutes.', 'These meatballs taste even better after they have been left to rest for a while to soak up the sauce. I usually make the recipe at lunchtime and let it cool. I put it back in the oven at about 200 degrees for approximately 15 minutes to reheat for dinner. This is not necessary but it makes it taste even better!']",4.4,Unknown,"['ground beef', 'bread crumbs', 'onions', 'curry powder', 'egg', 'garlic', 'milk', 'salt', 'black pepper', 'margarine', 'onions', 'ketchup', 'beef stock', 'steak sauce', 'Worcestershire sauce', 'instant coffee granules', 'brown sugar', 'lemon juice']",15 mins,1 hr,1 hr 15 mins,4,546.0,20,69,26
https://www.allrecipes.com/recipe/213938/slow-drunk-roasted-chicken/,Australia,Slow Drunk Roasted Chicken,"['Preheat oven to 325 degrees F (165 degrees C).', 'Poke holes all over the orange with a fork, and insert the orange into the cavity of the chicken. Place the chicken into a deep roasting pan or Dutch oven, and coat well with 1 tablespoon olive oil. Sprinkle the chicken with salt and pepper. Place the potatoes, garlic cloves, carrots, and onions all around the chicken, and drizzle 1 more tablespoon of oil on the vegetables. Dissolve the chicken bouillon in the water, and pour into the pan with the beer. Cover the pan.', 'Bake in the preheated oven for 1 hour; uncover the pan, and baste the chicken with the juices in the pan. Return the pan to the oven, uncovered, and cook for an additional 30 to 45 minutes, basting with juices every 15 minutes.', 'Raise the oven heat to 450 degrees F (230 degrees C), and bake the chicken until the skin is golden brown, about 30 minutes. Remove the pan from the oven, and remove the vegetables from around the chicken. Drain off the juices to make gravy, if desired, and cover the chicken with the pan lid. Allow the chicken to stand about 10 minutes before serving with the vegetables.']",4.2,Unknown,"['orange', 'olive oil', 'salt', 'potatoes', 'head garlic', 'baby carrots', 'white onions', 'olive oil', 'chicken bouillon', 'boiling water', 'lager beer']",20 mins,2 hrs,2 hrs 30 mins,6,1063.0,62,44,76
https://www.allrecipes.com/recipe/70869/aussie-works-burger/,Australia,Aussie Works Burger,"['Preheat an outdoor grill for high heat and lightly oil the grate.', 'Shape ground beef into four patties. Cook on the preheated grill until cooked through, 5 minutes per side.', 'Meanwhile, melt butter in a large skillet over medium heat. Add onion; cook until soft. Transfer onion to a bowl. Crack eggs into the same skillet over medium heat. Cook until yolks are solid, flipping once. Transfer eggs to a plate; set aside. Cook bacon in the same skillet until crisp; transfer to a paper-towel-lined plate to drain. Increase heat to high; cook pineapple rings in bacon drippings just until browned on each side.', 'Set 1 kaiser roll bottom on a plate; top with 1 burger, 1 slice Cheddar cheese, 1 slice Canadian bacon, 1 egg, onion, sliced beets, 1 slice pineapple, 1 slice tomato, and 1 leaf lettuce. Spread top roll with mayonnaise, relish, ketchup, and mustard; place over burger. Repeat with remaining rolls, burgers, and toppings.']",4.4,Unknown,"['ground beef', 'onion', 'eggs', 'slices', 'pineapple rings', 'slices Cheddar cheese', 'slices tomato', 'lettuce leaves', 'Kaiser rolls', 'mayonnaise', 'dill pickle relish', 'ketchup', 'yellow mustard']",15 mins,20 mins,35 mins,4,685.0,37,45,43
https://www.allrecipes.com/recipe/221417/anzac-biscuits/,Australia,Anzac Biscuits,"['Preheat oven to 350 degrees F (175 degrees C). Grease a baking sheet.', 'Mix oats, coconut, flour, and sugar in a bowl. Dissolve baking powder in boiling water in another bowl; stir in butter and golden syrup. Stir butter mixture into oat mixture until dough is well mixed. Drop level tablespoonfuls of dough 2 inches apart onto prepared baking sheets. Flatten dough with a fork lightly coated with flour.', 'Bake in preheated oven until golden brown, about 15 minutes.']",4.3,Unknown,"['purpose flour', 'white sugar', 'boiling water', 'butter', 'golden syrup']",15 mins,15 mins,30 mins,22,90.0,5,11,1
https://www.allrecipes.com/recipe/18985/australian-english-trifle/,Australia,Australian English Trifle,"['Place the cake in a glass serving bowl and cover with the canned fruit. Prepare gelatin according to package instructions and pour over fruit and cake.', 'Combine custard powder and sugar in a small saucepan over medium heat. Stir in milk and cook until thick and creamy. Pour over sponge cake mixture. Chill until set.']",4.2,Unknown,"['inch', 'port wine', 'custard powder', 'milk']",15 mins,5 mins,45 mins,10,157.0,1,36,3
https://www.allrecipes.com/recipe/221415/australian-meat-pies/,Australia,Australian Meat Pies,"['Preheat the oven to 400 degrees F (200 degrees C). Grease a 12-cup muffin tin.', 'Heat a large skillet over medium-high heat. Add ground beef and onion; cook and stir until meat is browned and crumbly, 5 to 7 minutes. Drain and discard grease. Add 3/4 cup water, ketchup, Worcestershire sauce, bouillon cubes, oregano, and black pepper. Bring to a boil, reduce heat, and simmer until combined, about 10 minutes.', 'Whisk cornstarch and remaining 1/4 cup water together in a bowl to form a paste; stir into meat mixture. Cook until thickened, about 5 minutes more. Remove from heat.', 'Cut pie dough into 12 circles using a 4-inch biscuit cutter. Line each prepared muffin cup with a pie dough circle, pressing into the bottom and up sides of cups. Fill each cup with meat mixture.', 'Cut puff pastry dough into 12 circles using a 3-inch biscuit cutter. Top each filled muffin cup with a puff pastry circle; seal edges together. Brush puff pastry tops with beaten egg.', 'Bake in the preheated oven until crusts are brown and flaky, 15 to 20 minutes. Cool pies in the muffin tin before removing, about 10 minutes.']",4.7,Unknown,"['ground beef', 'onion', 'cold water', 'ketchup', 'beef bouillon', 'black pepper', 'cornstarch', 'puff pastry', 'egg']",30 mins,35 mins,1 hr 15 mins,12,377.0,25,28,10
https://www.allrecipes.com/recipe/18938/godfather/,Australia,Godfather,"['In a rocks glass with ice, combine the scotch and amaretto. Stir.']",4.4,Unknown,"['Scotch whiskey', 'amaretto liqueur']",10 mins,N/A,10 mins,1,,N/A,N/A,N/A
https://www.allrecipes.com/recipe/18388/lemon-dressing/,Australia,Lemon Dressing,"['In a glass jar, combine olive oil, vinegar, mustard, garlic, sugar, and lemon rind; shake well. Refrigerate until ready to serve.']",4.3,Unknown,"['olive oil', 'wine vinegar', 'prepared mustard', 'garlic', 'white sugar', 'lemon rind']",5 mins,N/A,5 mins,4,131.0,14,2,0
